Source;Target;Label;Type
12;874;D4;undirected
12;877;D4;undirected
12;906;D3;undirected
12;1180;D4;undirected
12;1382;D4;undirected
12;1530;D4;undirected
12;1671;D4;undirected
12;1810;D4;undirected
12;1989;D4;undirected
12;2091;D4;undirected
12;2279;D4;undirected
12;2446;D3;undirected
12;2486;D4;undirected
13;1922;D1;undirected
14;44;D3;undirected
14;53;D3;undirected
14;80;D3;undirected
14;238;D3;undirected
14;300;D3;undirected
14;387;D3;undirected
14;423;D3;undirected
14;511;D4;undirected
14;537;D3;undirected
14;550;D4;undirected
14;696;D4;undirected
14;826;D3;undirected
14;925;D3;undirected
14;981;D3;undirected
14;1100;D3;undirected
14;1663;D3,D4;undirected
14;1773;D4;undirected
14;1915;D3;undirected
14;1922;D1;undirected
14;2004;D4;undirected
14;2052;D4;undirected
14;2094;D4;undirected
14;2138;D4;undirected
14;2166;D3;undirected
14;2235;D4;undirected
14;2342;D4;undirected
14;2714;D3;undirected
14;2763;D3;undirected
14;2797;D3;undirected
15;17;D1;undirected
15;43;D1;undirected
15;44;D1,D2;undirected
15;47;D1;undirected
15;51;D1;undirected
15;56;D1,D2;undirected
15;66;D1;undirected
15;92;D1,D2;undirected
15;99;D1,D2;undirected
15;134;D4;undirected
15;213;D4;undirected
15;236;D1;undirected
15;282;D1;undirected
15;295;D2;undirected
15;309;D1,D2;undirected
15;353;D4;undirected
15;391;D1;undirected
15;413;D4;undirected
15;489;D1;undirected
15;530;D1;undirected
15;574;D1;undirected
15;1322;D1;undirected
15;1374;D1;undirected
15;1675;D4;undirected
15;1683;D1;undirected
15;1761;D1,D2;undirected
15;1785;D1;undirected
15;2144;D1;undirected
15;2792;D1;undirected
15;3162;D1;undirected
15;3368;D1;undirected
16;44;D4;undirected
16;48;D4;undirected
16;85;D4;undirected
16;142;D4;undirected
16;213;D4;undirected
16;418;D4;undirected
16;423;D4;undirected
16;673;D4;undirected
16;713;D4;undirected
16;844;D4;undirected
16;1052;D4;undirected
16;1109;D2;undirected
16;1150;D4;undirected
16;1295;D1;undirected
16;1925;D4;undirected
16;1927;D4;undirected
16;2015;D4;undirected
16;2550;D4;undirected
16;2623;D4;undirected
17;44;D1;undirected
17;47;D1;undirected
17;56;D1;undirected
17;85;D1;undirected
17;92;D1;undirected
17;99;D1;undirected
17;262;D1;undirected
17;293;D1;undirected
17;347;D1;undirected
17;1015;D1;undirected
17;1322;D1;undirected
17;1342;D1;undirected
17;1683;D1;undirected
17;2792;D1;undirected
18;19;D1,D2,D3;undirected
18;22;D4;undirected
18;23;D3,D4;undirected
18;44;D3,D4;undirected
18;49;D3,D4;undirected
18;53;D3,D4;undirected
18;57;D3;undirected
18;59;D3;undirected
18;78;D1;undirected
18;85;D4;undirected
18;92;D3;undirected
18;100;D3;undirected
18;106;D4;undirected
18;113;D3;undirected
18;121;D4;undirected
18;126;D4;undirected
18;128;D4;undirected
18;134;D3;undirected
18;150;D3;undirected
18;151;D3;undirected
18;163;D3,D4;undirected
18;194;D2;undirected
18;204;D4;undirected
18;213;D3;undirected
18;223;D3;undirected
18;225;D3;undirected
18;236;D4;undirected
18;238;D3;undirected
18;258;D4;undirected
18;263;D3;undirected
18;270;D3;undirected
18;280;D3;undirected
18;295;D2;undirected
18;296;D4;undirected
18;299;D3;undirected
18;300;D3;undirected
18;302;D3;undirected
18;316;D3;undirected
18;344;D3;undirected
18;349;D3;undirected
18;353;D3;undirected
18;354;D4;undirected
18;358;D3;undirected
18;360;D3;undirected
18;379;D3;undirected
18;387;D3,D4;undirected
18;403;D2,D3;undirected
18;412;D3;undirected
18;416;D1;undirected
18;423;D4;undirected
18;428;D3;undirected
18;457;D3;undirected
18;477;D2;undirected
18;498;D1;undirected
18;511;D3;undirected
18;521;D4;undirected
18;530;D4;undirected
18;537;D3;undirected
18;550;D1,D2;undirected
18;564;D1;undirected
18;588;D4;undirected
18;608;D3,D4;undirected
18;616;D1;undirected
18;625;D3;undirected
18;630;D2;undirected
18;666;D3;undirected
18;667;D4;undirected
18;671;D3;undirected
18;679;D4;undirected
18;713;D3;undirected
18;764;D3;undirected
18;769;D4;undirected
18;778;D3;undirected
18;816;D3;undirected
18;844;D4;undirected
18;925;D3;undirected
18;930;D3;undirected
18;933;D1,D3;undirected
18;945;D3;undirected
18;1039;D4;undirected
18;1052;D3;undirected
18;1057;D3;undirected
18;1058;D4;undirected
18;1064;D3;undirected
18;1132;D3;undirected
18;1135;D3;undirected
18;1147;D3;undirected
18;1162;D3;undirected
18;1203;D3;undirected
18;1253;D3;undirected
18;1259;D3;undirected
18;1300;D3;undirected
18;1321;D3;undirected
18;1330;D3;undirected
18;1351;D3;undirected
18;1382;D3;undirected
18;1428;D3;undirected
18;1461;D3;undirected
18;1575;D3;undirected
18;1585;D3;undirected
18;1615;D4;undirected
18;1636;D3;undirected
18;1646;D3;undirected
18;1674;D4;undirected
18;1681;D3;undirected
18;1732;D3;undirected
18;1774;D3;undirected
18;1804;D3;undirected
18;1832;D3;undirected
18;1838;D3,D4;undirected
18;1861;D3;undirected
18;1872;D4;undirected
18;1922;D1;undirected
18;1925;D3;undirected
18;1927;D3;undirected
18;1946;D3;undirected
18;1999;D3;undirected
18;2004;D3;undirected
18;2018;D3;undirected
18;2028;D3;undirected
18;2138;D1;undirected
18;2166;D3,D4;undirected
18;2205;D3;undirected
18;2271;D3;undirected
18;2327;D3;undirected
18;2375;D3;undirected
18;2407;D4;undirected
18;2437;D3;undirected
18;2441;D3;undirected
18;2478;D3;undirected
18;2525;D3;undirected
18;2530;D3;undirected
18;2531;D3;undirected
18;2550;D3;undirected
18;2622;D3;undirected
18;2754;D3;undirected
18;2757;D3;undirected
18;2850;D3;undirected
18;2879;D3;undirected
18;2937;D3;undirected
18;3026;D3;undirected
18;3033;D3;undirected
18;3048;D3;undirected
18;3057;D3;undirected
18;3095;D3;undirected
18;3114;D3;undirected
18;3161;D3;undirected
18;3194;D3;undirected
18;3212;D3;undirected
18;3226;D3,D4;undirected
18;3266;D3;undirected
18;3376;D3;undirected
18;3384;D3;undirected
18;3456;D3;undirected
19;32;D1,D2;undirected
19;44;D3;undirected
19;48;D4;undirected
19;49;D4;undirected
19;54;D1,D2,D3;undirected
19;79;D1;undirected
19;85;D3;undirected
19;93;D2;undirected
19;113;D3;undirected
19;121;D4;undirected
19;135;D3;undirected
19;151;D3;undirected
19;225;D3;undirected
19;283;D2;undirected
19;296;D3;undirected
19;299;D3;undirected
19;300;D3;undirected
19;303;D4;undirected
19;327;D3;undirected
19;349;D3;undirected
19;358;D3;undirected
19;360;D1;undirected
19;387;D3;undirected
19;403;D2;undirected
19;409;D3;undirected
19;476;D2;undirected
19;479;D1;undirected
19;511;D3;undirected
19;537;D3;undirected
19;570;D1;undirected
19;573;D3;undirected
19;602;D3;undirected
19;621;D4;undirected
19;625;D3;undirected
19;679;D4;undirected
19;717;D1;undirected
19;724;D2;undirected
19;774;D3;undirected
19;821;D3;undirected
19;826;D3;undirected
19;930;D3;undirected
19;961;D4;undirected
19;981;D2;undirected
19;1030;D2;undirected
19;1052;D3;undirected
19;1135;D3;undirected
19;1157;D1;undirected
19;1160;D3;undirected
19;1171;D4;undirected
19;1182;D1;undirected
19;1189;D3;undirected
19;1203;D3;undirected
19;1213;D3;undirected
19;1249;D1;undirected
19;1289;D3;undirected
19;1322;D3;undirected
19;1330;D3;undirected
19;1382;D3;undirected
19;1428;D3;undirected
19;1434;D4;undirected
19;1436;D2;undirected
19;1468;D4;undirected
19;1469;D3;undirected
19;1482;D1,D2;undirected
19;1511;D3;undirected
19;1575;D1,D2;undirected
19;1614;D1;undirected
19;1663;D1;undirected
19;1681;D3;undirected
19;1716;D2;undirected
19;1720;D3;undirected
19;1732;D3;undirected
19;1774;D3;undirected
19;1788;D4;undirected
19;1842;D3;undirected
19;1867;D1;undirected
19;1925;D3;undirected
19;1927;D3;undirected
19;1982;D3;undirected
19;2004;D3;undirected
19;2018;D3;undirected
19;2110;D2;undirected
19;2132;D1;undirected
19;2166;D3;undirected
19;2253;D3;undirected
19;2265;D1;undirected
19;2345;D4;undirected
19;2364;D2;undirected
19;2441;D3;undirected
19;2478;D3;undirected
19;2525;D3;undirected
19;2622;D3;undirected
19;2660;D3;undirected
19;2663;D4;undirected
19;2798;D3;undirected
19;2838;D3;undirected
19;2865;D3;undirected
19;2872;D2;undirected
19;3021;D4;undirected
19;3033;D3;undirected
19;3043;D3;undirected
19;3057;D3;undirected
19;3119;D1;undirected
19;3190;D3;undirected
19;3266;D3;undirected
19;3478;D3;undirected
20;45;D2;undirected
20;72;D2;undirected
20;85;D1;undirected
20;176;D2;undirected
20;243;D1;undirected
20;248;D1;undirected
20;264;D1;undirected
20;309;D2;undirected
20;324;D2;undirected
20;428;D2;undirected
20;1717;D2;undirected
20;1861;D2;undirected
21;661;D1,D3;undirected
21;1902;D1;undirected
21;1908;D1;undirected
21;2591;D1;undirected
22;44;D4;undirected
22;49;D4;undirected
22;53;D3;undirected
22;54;D4;undirected
22;56;D4;undirected
22;58;D2;undirected
22;85;D1,D3;undirected
22;121;D4;undirected
22;128;D4;undirected
22;142;D4;undirected
22;163;D3;undirected
22;173;D2;undirected
22;176;D2;undirected
22;202;D3;undirected
22;204;D4;undirected
22;213;D3,D4;undirected
22;236;D4;undirected
22;245;D4;undirected
22;277;D4;undirected
22;300;D1,D2,D4;undirected
22;349;D4;undirected
22;352;D4;undirected
22;387;D3;undirected
22;403;D4;undirected
22;422;D4;undirected
22;423;D4;undirected
22;530;D4;undirected
22;621;D3;undirected
22;667;D4;undirected
22;696;D2;undirected
22;778;D4;undirected
22;790;D4;undirected
22;810;D4;undirected
22;945;D3;undirected
22;957;D4;undirected
22;1052;D3;undirected
22;1058;D4;undirected
22;1135;D4;undirected
22;1321;D2,D3;undirected
22;1382;D3;undirected
22;1411;D3;undirected
22;1435;D4;undirected
22;1484;D2;undirected
22;1530;D4;undirected
22;1615;D4;undirected
22;1764;D3;undirected
22;1818;D4;undirected
22;1838;D4;undirected
22;1925;D3;undirected
22;2094;D4;undirected
22;2253;D3;undirected
22;2395;D4;undirected
22;2407;D4;undirected
22;2542;D4;undirected
22;2549;D4;undirected
22;2767;D4;undirected
22;3021;D1;undirected
22;3033;D3;undirected
22;3167;D3,D4;undirected
22;3194;D3;undirected
22;3217;D4;undirected
22;3221;D3;undirected
22;3226;D4;undirected
22;3390;D3;undirected
23;24;D1,D3,D4;undirected
23;25;D4;undirected
23;26;D1,D2,D4;undirected
23;29;D2;undirected
23;31;D1;undirected
23;38;D3;undirected
23;41;D1,D2;undirected
23;44;D2,D3;undirected
23;45;D2;undirected
23;49;D3,D4;undirected
23;53;D3;undirected
23;56;D3;undirected
23;57;D1;undirected
23;59;D1,D2,D3;undirected
23;68;D1,D2;undirected
23;72;D2;undirected
23;84;D1,D2;undirected
23;102;D3;undirected
23;113;D2;undirected
23;122;D4;undirected
23;148;D2;undirected
23;163;D3;undirected
23;213;D3;undirected
23;300;D3;undirected
23;349;D3;undirected
23;413;D2;undirected
23;418;D3;undirected
23;423;D3;undirected
23;461;D2;undirected
23;598;D3;undirected
23;625;D3;undirected
23;686;D2;undirected
23;713;D3,D4;undirected
23;752;D3;undirected
23;764;D3;undirected
23;778;D3;undirected
23;779;D1,D2;undirected
23;816;D3;undirected
23;828;D4;undirected
23;930;D3;undirected
23;1039;D1,D2;undirected
23;1075;D3;undirected
23;1150;D3;undirected
23;1160;D3;undirected
23;1203;D3;undirected
23;1253;D3;undirected
23;1289;D3;undirected
23;1300;D3;undirected
23;1321;D3;undirected
23;1322;D3;undirected
23;1330;D3;undirected
23;1337;D3;undirected
23;1351;D3;undirected
23;1520;D1,D2;undirected
23;1529;D3;undirected
23;1548;D3;undirected
23;1639;D4;undirected
23;1684;D3;undirected
23;1694;D1,D2;undirected
23;1842;D3;undirected
23;1866;D4;undirected
23;1982;D4;undirected
23;2009;D3;undirected
23;2036;D3;undirected
23;2253;D3;undirected
23;2272;D2;undirected
23;2367;D3;undirected
23;2380;D3;undirected
23;2441;D3;undirected
23;2639;D3;undirected
23;2930;D3;undirected
23;3057;D1,D2,D3;undirected
23;3106;D4;undirected
23;3137;D1,D3;undirected
23;3167;D3;undirected
23;3194;D3;undirected
23;3227;D3;undirected
23;3429;D3;undirected
23;3485;D2;undirected
24;26;D1;undirected
24;29;D1,D4;undirected
24;31;D1;undirected
24;41;D1;undirected
24;44;D4;undirected
24;48;D3;undirected
24;49;D4;undirected
24;53;D3,D4;undirected
24;57;D1;undirected
24;59;D1,D3;undirected
24;68;D1;undirected
24;73;D4;undirected
24;84;D1;undirected
24;92;D4;undirected
24;142;D4;undirected
24;213;D4;undirected
24;238;D3;undirected
24;277;D1,D3;undirected
24;300;D3;undirected
24;337;D3;undirected
24;349;D4;undirected
24;423;D4;undirected
24;530;D4;undirected
24;542;D3,D4;undirected
24;673;D4;undirected
24;696;D4;undirected
24;713;D3;undirected
24;732;D3;undirected
24;778;D3,D4;undirected
24;779;D1;undirected
24;789;D4;undirected
24;844;D4;undirected
24;1039;D1;undirected
24;1203;D3;undirected
24;1520;D1;undirected
24;1694;D1;undirected
24;1872;D4;undirected
24;2138;D4;undirected
24;2550;D4;undirected
24;2767;D4;undirected
24;2782;D3;undirected
24;2879;D3;undirected
24;2935;D4;undirected
24;3045;D4;undirected
24;3057;D1;undirected
24;3137;D1;undirected
24;3266;D4;undirected
25;34;D2,D3;undirected
25;77;D3;undirected
25;86;D2;undirected
25;93;D2;undirected
25;122;D4;undirected
25;132;D2;undirected
25;260;D2;undirected
25;354;D3;undirected
25;388;D3;undirected
25;476;D4;undirected
25;625;D3;undirected
25;686;D4;undirected
25;759;D2;undirected
25;776;D3;undirected
25;789;D4;undirected
25;816;D3;undirected
25;828;D4;undirected
25;892;D1;undirected
25;1051;D4;undirected
25;1145;D1;undirected
25;1158;D3;undirected
25;1203;D3;undirected
25;1289;D3;undirected
25;1465;D4;undirected
25;1532;D2;undirected
25;1639;D4;undirected
25;1737;D3;undirected
25;1866;D4;undirected
25;1982;D4;undirected
25;2056;D3;undirected
25;2329;D3;undirected
25;2380;D3;undirected
25;2721;D3;undirected
25;3046;D3;undirected
25;3106;D4;undirected
25;3108;D3;undirected
26;29;D1,D2,D4;undirected
26;31;D1;undirected
26;41;D2;undirected
26;57;D1;undirected
26;59;D1,D2,D4;undirected
26;68;D1,D2;undirected
26;84;D2;undirected
26;106;D4;undirected
26;150;D1,D2,D4;undirected
26;213;D4;undirected
26;221;D1;undirected
26;238;D1,D2,D3;undirected
26;242;D3;undirected
26;277;D1;undirected
26;292;D1,D2;undirected
26;363;D2;undirected
26;403;D4;undirected
26;521;D4;undirected
26;666;D4;undirected
26;779;D1,D2;undirected
26;967;D1;undirected
26;1039;D1,D2;undirected
26;1482;D2;undirected
26;1520;D2;undirected
26;1694;D1,D2;undirected
26;1861;D4;undirected
26;2416;D2;undirected
26;2717;D2;undirected
26;3057;D1,D2;undirected
26;3485;D1,D2;undirected
27;85;D1;undirected
27;2205;D2;undirected
28;99;D1;undirected
28;574;D1;undirected
28;1374;D1;undirected
28;2309;D1;undirected
28;2530;D1;undirected
29;31;D1;undirected
29;41;D2;undirected
29;44;D4;undirected
29;53;D4;undirected
29;59;D1,D2,D4;undirected
29;64;D4;undirected
29;68;D1,D2;undirected
29;84;D1;undirected
29;85;D4;undirected
29;92;D4;undirected
29;106;D4;undirected
29;121;D4;undirected
29;142;D4;undirected
29;213;D4;undirected
29;221;D1;undirected
29;262;D1;undirected
29;263;D4;undirected
29;277;D1;undirected
29;349;D4;undirected
29;360;D3;undirected
29;423;D4;undirected
29;641;D4;undirected
29;778;D4;undirected
29;779;D1,D2;undirected
29;789;D4;undirected
29;930;D3;undirected
29;1039;D1,D2;undirected
29;1520;D2;undirected
29;1694;D1,D2;undirected
29;1861;D4;undirected
29;1933;D4;undirected
29;2039;D4;undirected
29;2920;D1;undirected
29;3057;D1,D2;undirected
29;3137;D1;undirected
29;3485;D1,D2;undirected
30;44;D2;undirected
30;586;D1,D2;undirected
30;1509;D1;undirected
30;2925;D1;undirected
31;41;D1;undirected
31;59;D1;undirected
31;68;D1;undirected
31;84;D1;undirected
31;277;D1;undirected
31;779;D1;undirected
31;1039;D1;undirected
31;1694;D1;undirected
31;2920;D1;undirected
31;3057;D1;undirected
31;3114;D3;undirected
31;3137;D1;undirected
32;1575;D1;undirected
33;44;D3;undirected
33;53;D3;undirected
33;72;D1;undirected
33;92;D4;undirected
33;159;D3;undirected
33;183;D1;undirected
33;204;D4;undirected
33;213;D4;undirected
33;251;D1;undirected
33;295;D3;undirected
33;300;D4;undirected
33;337;D3;undirected
33;344;D1;undirected
33;348;D4;undirected
33;349;D3,D4;undirected
33;403;D3;undirected
33;482;D1;undirected
33;495;D4;undirected
33;625;D3;undirected
33;673;D4;undirected
33;749;D4;undirected
33;775;D1;undirected
33;778;D3;undirected
33;816;D3;undirected
33;874;D4;undirected
33;963;D1;undirected
33;1046;D1;undirected
33;1132;D3;undirected
33;1259;D3;undirected
33;1322;D3;undirected
33;1382;D4;undirected
33;1651;D4;undirected
33;1810;D4;undirected
33;1927;D3;undirected
33;2018;D4;undirected
33;2052;D3;undirected
33;2091;D4;undirected
33;2469;D4;undirected
33;2531;D3;undirected
33;3034;D1;undirected
33;3057;D1,D2;undirected
33;3119;D1;undirected
33;3199;D3;undirected
33;3384;D3;undirected
34;93;D2;undirected
34;103;D2;undirected
34;112;D3;undirected
34;113;D3;undirected
34;120;D2;undirected
34;122;D4;undirected
34;135;D3,D4;undirected
34;141;D1,D2;undirected
34;153;D2,D3;undirected
34;187;D3;undirected
34;191;D2;undirected
34;193;D1;undirected
34;198;D2;undirected
34;263;D3;undirected
34;307;D1;undirected
34;344;D3;undirected
34;368;D2;undirected
34;369;D1;undirected
34;433;D1,D2;undirected
34;444;D2;undirected
34;463;D1,D2;undirected
34;471;D2;undirected
34;477;D2;undirected
34;494;D1;undirected
34;495;D1,D3;undirected
34;537;D3;undirected
34;550;D2;undirected
34;555;D1;undirected
34;625;D3;undirected
34;627;D1;undirected
34;689;D4;undirected
34;750;D2;undirected
34;816;D3;undirected
34;822;D1;undirected
34;874;D4;undirected
34;975;D1;undirected
34;1021;D1,D2;undirected
34;1047;D3;undirected
34;1087;D3;undirected
34;1092;D4;undirected
34;1189;D3;undirected
34;1203;D3;undirected
34;1239;D3;undirected
34;1289;D3;undirected
34;1324;D3;undirected
34;1368;D1;undirected
34;1383;D1;undirected
34;1479;D2;undirected
34;1490;D3;undirected
34;1511;D3;undirected
34;1595;D2;undirected
34;1616;D1;undirected
34;1650;D3;undirected
34;1653;D1,D2;undirected
34;1675;D3;undirected
34;1681;D3;undirected
34;1696;D3;undirected
34;1737;D3;undirected
34;1771;D3;undirected
34;1787;D1;undirected
34;1793;D1;undirected
34;1811;D1;undirected
34;1915;D3;undirected
34;1926;D2;undirected
34;1930;D3;undirected
34;1968;D1,D2;undirected
34;1993;D4;undirected
34;2004;D3;undirected
34;2022;D1;undirected
34;2063;D1;undirected
34;2092;D3;undirected
34;2103;D1,D2;undirected
34;2125;D1;undirected
34;2181;D4;undirected
34;2216;D1;undirected
34;2288;D1;undirected
34;2308;D1;undirected
34;2329;D3;undirected
34;2349;D2;undirected
34;2353;D3;undirected
34;2464;D1;undirected
34;2477;D3;undirected
34;2478;D3;undirected
34;2684;D1;undirected
34;2740;D1;undirected
34;2937;D3;undirected
34;2939;D3;undirected
34;2990;D1;undirected
34;3024;D1;undirected
34;3033;D3;undirected
34;3034;D1;undirected
34;3049;D1;undirected
34;3108;D3;undirected
34;3109;D3;undirected
34;3154;D3;undirected
34;3161;D3;undirected
34;3182;D1;undirected
34;3252;D1;undirected
34;3260;D1;undirected
34;3281;D3;undirected
34;3304;D3;undirected
34;3315;D1;undirected
34;3385;D1;undirected
35;85;D1;undirected
35;403;D1,D2;undirected
35;477;D1,D2;undirected
35;550;D2;undirected
36;275;D1;undirected
36;368;D1;undirected
36;433;D1;undirected
36;440;D1;undirected
36;464;D1;undirected
36;520;D1;undirected
36;1021;D1;undirected
36;1029;D1;undirected
36;1274;D1;undirected
36;1327;D1;undirected
36;1388;D1;undirected
36;1412;D1;undirected
36;1707;D1;undirected
36;2125;D1;undirected
36;2560;D1;undirected
36;2796;D1;undirected
36;3038;D1;undirected
37;112;D2;undirected
37;113;D3;undirected
37;191;D2;undirected
37;193;D1;undirected
37;208;D2;undirected
37;261;D1;undirected
37;274;D1;undirected
37;298;D1;undirected
37;329;D1,D2;undirected
37;471;D2;undirected
37;520;D1;undirected
37;583;D1;undirected
37;753;D1,D2;undirected
37;974;D2;undirected
37;1008;D1;undirected
37;1034;D1;undirected
37;1130;D1;undirected
37;1274;D1;undirected
37;1327;D1,D2;undirected
37;1337;D1;undirected
37;1707;D1;undirected
37;1924;D1,D3;undirected
37;2076;D1;undirected
37;2092;D1;undirected
37;2125;D1;undirected
37;2169;D1;undirected
37;2308;D1;undirected
37;2492;D1;undirected
37;2560;D1;undirected
37;2572;D1;undirected
37;2592;D1;undirected
37;2608;D1;undirected
37;2661;D1;undirected
37;2696;D1;undirected
37;2775;D1;undirected
37;2785;D1;undirected
37;2796;D1;undirected
37;2918;D1;undirected
37;3091;D1;undirected
37;3094;D1;undirected
37;3096;D1;undirected
37;3102;D1;undirected
37;3281;D3;undirected
37;3374;D1;undirected
37;3457;D1;undirected
38;49;D3;undirected
38;135;D4;undirected
38;140;D1;undirected
38;156;D1;undirected
38;183;D3;undirected
38;312;D1;undirected
38;349;D3;undirected
38;582;D3;undirected
38;601;D3;undirected
38;733;D1;undirected
38;916;D1;undirected
38;1075;D3;undirected
38;1150;D3;undirected
38;1160;D3;undirected
38;1239;D1;undirected
38;1289;D3;undirected
38;1326;D3;undirected
38;1337;D3;undirected
38;1511;D3;undirected
38;1651;D3;undirected
38;1763;D1;undirected
38;2324;D1;undirected
38;2334;D1;undirected
38;2343;D3;undirected
38;2355;D1;undirected
38;2367;D3;undirected
38;2380;D3;undirected
38;2646;D1;undirected
38;2647;D1;undirected
38;2681;D1;undirected
38;2811;D3;undirected
38;3429;D3;undirected
39;1969;D1;undirected
39;3317;D1;undirected
40;174;D3;undirected
40;320;D2;undirected
40;498;D1;undirected
40;674;D1,D2;undirected
40;1150;D4;undirected
40;1651;D4;undirected
40;2322;D4;undirected
40;2937;D3;undirected
40;3161;D3;undirected
40;3279;D3;undirected
40;3345;D4;undirected
41;57;D1;undirected
41;59;D1,D2;undirected
41;68;D2;undirected
41;84;D1,D2;undirected
41;113;D2;undirected
41;423;D4;undirected
41;779;D1,D2;undirected
41;1039;D1,D2;undirected
41;1520;D2;undirected
41;1694;D2;undirected
41;2851;D4;undirected
41;3057;D1,D2;undirected
42;49;D3,D4;undirected
42;53;D3,D4;undirected
42;75;D1,D2;undirected
42;87;D1;undirected
42;122;D4;undirected
42;323;D4;undirected
42;360;D3;undirected
42;483;D1;undirected
42;679;D4;undirected
42;789;D4;undirected
42;2802;D3;undirected
42;2838;D3;undirected
42;2891;D4;undirected
42;3215;D1;undirected
43;44;D1;undirected
43;47;D1;undirected
43;56;D1;undirected
