Source;Target;Label;Type
3;11;1;undirected
3;12;1;undirected
4;8;1,2;undirected
4;9;1,2,5;undirected
4;31;1,2,3,4,5;undirected
4;34;1,4,5;undirected
4;35;1,5;undirected
4;36;1,4,5;undirected
4;38;1,4,5;undirected
5;14;1;undirected
5;19;1,4;undirected
5;37;1;undirected
5;44;1,2,5;undirected
5;49;1,2;undirected
5;50;1,2;undirected
8;17;2;undirected
9;17;2;undirected
9;39;2,5;undirected
9;44;2;undirected
11;28;2,4,5;undirected
11;33;2,4;undirected
13;40;2;undirected
15;17;2,4;undirected
15;20;2,5;undirected
15;21;2;undirected
15;22;2,4;undirected
15;23;2;undirected
15;25;2;undirected
15;27;2;undirected
15;28;2;undirected
15;49;2;undirected
15;50;2;undirected
17;28;2;undirected
17;31;2;undirected
17;33;2;undirected
17;40;2,4,5;undirected
17;49;2,4;undirected
20;22;2,3,5;undirected
20;23;2;undirected
20;24;2,3,5;undirected
20;27;2,3,5;undirected
20;33;2;undirected
20;44;2;undirected
22;24;2;undirected
23;24;2;undirected
24;25;2;undirected
24;27;2,4;undirected
24;33;2;undirected
25;31;2,4;undirected
25;33;2;undirected
27;46;2;undirected
28;33;2;undirected
28;39;2,5;undirected
28;43;2,4;undirected
31;33;2,4;undirected
33;39;2;undirected
33;44;2;undirected
1;8;2;undirected
1;9;2;undirected
1;13;2;undirected
1;2;2;undirected
1;4;2;undirected
1;5;2;undirected
39;44;2,4,5;undirected
40;43;2,4;undirected
40;49;2;undirected
2;15;2;undirected
43;46;2;undirected
44;49;2,5;undirected
44;50;2,5;undirected
4;28;2,5;undirected
14;39;3;undirected
20;30;3,5;undirected
32;47;3,5;undirected
33;48;3,4,5;undirected
39;41;3,4,5;undirected
8;19;4;undirected
16;17;4;undirected
17;25;4;undirected
17;29;4;undirected
17;41;4,5;undirected
28;38;4;undirected
31;32;4;undirected
31;37;4;undirected
31;38;4,5;undirected
33;37;4;undirected
39;43;4;undirected
2;17;4;undirected
4;7;4,5;undirected
7;9;5;undirected
7;14;5;undirected
7;20;5;undirected
7;28;5;undirected
7;39;5;undirected
9;14;5;undirected
14;44;5;undirected
18;20;5;undirected
19;44;5;undirected
20;25;5;undirected
20;26;5;undirected
20;31;5;undirected
24;26;5;undirected
25;32;5;undirected
25;35;5;undirected
31;36;5;undirected
32;51;5;undirected
41;44;5;undirected
47;49;5;undirected
3;14;5;undirected
3;29;5;undirected
3;44;5;undirected
4;15;5;undirected
4;20;5;undirected
